Area,Item,Crop_Values,Element,Year,Continent,Flag Description
Belarus,"Hazelnuts, in shell",1250.0,Yield,1992,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1000.0,Production,1992,Europe,Estimated value
Belarus,"Hazelnuts, in shell",869.0,Area harvested,1993,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1290.9,Yield,1993,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1121.7,Production,1993,Europe,Imputed value
Belarus,"Hazelnuts, in shell",927.0,Area harvested,1994,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1302.8,Yield,1994,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1207.27,Production,1994,Europe,Imputed value
Belarus,"Hazelnuts, in shell",899.0,Area harvested,1995,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1363.1,Yield,1995,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1225.1,Production,1995,Europe,Imputed value
Belarus,"Hazelnuts, in shell",861.0,Area harvested,1996,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1393.8,Yield,1996,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1199.52,Production,1996,Europe,Imputed value
Belarus,"Hazelnuts, in shell",843.0,Area harvested,1997,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1422.9,Yield,1997,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1200.0,Production,1997,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1035.0,Area harvested,1998,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1448.9,Yield,1998,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1500.0,Production,1998,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1000.0,Area harvested,1999,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1800.0,Yield,1999,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1800.0,Production,1999,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1111.0,Area harvested,2000,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1469.4,Yield,2000,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1632.11,Production,2000,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1204.0,Area harvested,2001,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1405.7,Yield,2001,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1691.86,Production,2001,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1300.0,Area harvested,2002,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1341.8,Yield,2002,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1744.71,Production,2002,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1389.0,Area harvested,2003,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1290.7,Yield,2003,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1792.14,Production,2003,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1190.0,Area harvested,2004,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1231.6,Yield,2004,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1465.62,Production,2004,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1232.0,Area harvested,2005,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1167.2,Yield,2005,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1438.0,Production,2005,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1279.0,Area harvested,2006,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1095.4,Yield,2006,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1401.12,Production,2006,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1342.0,Area harvested,2007,Europe,Imputed value
Belarus,"Hazelnuts, in shell",978.4,Yield,2007,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1312.91,Production,2007,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1396.0,Area harvested,2008,Europe,Imputed value
Belarus,"Hazelnuts, in shell",937.8,Yield,2008,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1309.0,Production,2008,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1445.0,Area harvested,2009,Europe,Imputed value
Belarus,"Hazelnuts, in shell",900.1,Yield,2009,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1300.51,Production,2009,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1600.0,Area harvested,2010,Europe,Estimated value
Belarus,"Hazelnuts, in shell",750.0,Yield,2010,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1200.0,Production,2010,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1549.0,Area harvested,2011,Europe,Imputed value
Belarus,"Hazelnuts, in shell",846.4,Yield,2011,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1311.37,Production,2011,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1700.0,Area harvested,2012,Europe,Estimated value
Belarus,"Hazelnuts, in shell",764.7,Yield,2012,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1300.0,Production,2012,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1638.0,Area harvested,2013,Europe,Imputed value
Belarus,"Hazelnuts, in shell",812.6,Yield,2013,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1330.79,Production,2013,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1700.0,Area harvested,2014,Europe,Estimated value
Belarus,"Hazelnuts, in shell",764.7,Yield,2014,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1300.0,Production,2014,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1780.0,Area harvested,2015,Europe,Imputed value
Belarus,"Hazelnuts, in shell",729.3,Yield,2015,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1298.06,Production,2015,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1706.0,Area harvested,2016,Europe,Estimated value
Belarus,"Hazelnuts, in shell",752.3,Yield,2016,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1283.23,Production,2016,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1755.0,Area harvested,2017,Europe,Imputed value
Belarus,"Hazelnuts, in shell",728.3,Yield,2017,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1277.9,Production,2017,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1781.0,Area harvested,2018,Europe,Imputed value
Belarus,"Hazelnuts, in shell",716.2,Yield,2018,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1275.59,Production,2018,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1747.0,Area harvested,2019,Europe,Estimated value
Belarus,"Hazelnuts, in shell",731.7,Yield,2019,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1278.5,Production,2019,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1814.0,Area harvested,2020,Europe,Imputed value
Belarus,"Hazelnuts, in shell",689.1,Yield,2020,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1250.19,Production,2020,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1793.0,Area harvested,2021,Europe,Imputed value
Belarus,"Hazelnuts, in shell",678.0,Yield,2021,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1215.98,Production,2021,Europe,Imputed value
Belarus,"Hazelnuts, in shell",1802.0,Area harvested,2022,Europe,Imputed value
Belarus,"Hazelnuts, in shell",692.5,Yield,2022,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1248.22,Production,2022,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1819.0,Area harvested,2023,Europe,Imputed value
Belarus,"Hazelnuts, in shell",680.7,Yield,2023,Europe,Estimated value
Belarus,"Hazelnuts, in shell",1238.13,Production,2023,Europe,Estimated value
Belarus,"Walnuts, in shell",3000.0,Area harvested,1992,Europe,Estimated value
Belarus,"Walnuts, in shell",1666.7,Yield,1992,Europe,Estimated value
Belarus,"Walnuts, in shell",5000.0,Production,1992,Europe,Estimated value
Belarus,"Walnuts, in shell",4000.0,Area harvested,1993,Europe,Estimated value
Belarus,"Walnuts, in shell",2250.0,Yield,1993,Europe,Estimated value
Belarus,"Walnuts, in shell",9000.0,Production,1993,Europe,Estimated value
Belarus,"Walnuts, in shell",4153.0,Area harvested,1994,Europe,Imputed value
Belarus,"Walnuts, in shell",2194.2,Yield,1994,Europe,Estimated value
Belarus,"Walnuts, in shell",9112.27,Production,1994,Europe,Imputed value
Belarus,"Walnuts, in shell",4032.0,Area harvested,1995,Europe,Imputed value
Belarus,"Walnuts, in shell",2300.8,Yield,1995,Europe,Estimated value
Belarus,"Walnuts, in shell",9277.03,Production,1995,Europe,Imputed value
Belarus,"Walnuts, in shell",4156.0,Area harvested,1996,Europe,Imputed value
Belarus,"Walnuts, in shell",2282.1,Yield,1996,Europe,Estimated value
Belarus,"Walnuts, in shell",9484.93,Production,1996,Europe,Imputed value
Belarus,"Walnuts, in shell",4296.0,Area harvested,1997,Europe,Imputed value
Belarus,"Walnuts, in shell",2327.6,Yield,1997,Europe,Estimated value
Belarus,"Walnuts, in shell",10000.0,Production,1997,Europe,Estimated value
Belarus,"Walnuts, in shell",4849.0,Area harvested,1998,Europe,Imputed value
Belarus,"Walnuts, in shell",2371.5,Yield,1998,Europe,Estimated value
Belarus,"Walnuts, in shell",11500.0,Production,1998,Europe,Estimated value
Belarus,"Walnuts, in shell",4500.0,Area harvested,1999,Europe,Estimated value
Belarus,"Walnuts, in shell",2666.7,Yield,1999,Europe,Estimated value
Belarus,"Walnuts, in shell",12000.0,Production,1999,Europe,Estimated value
Belarus,"Walnuts, in shell",4647.0,Area harvested,2000,Europe,Imputed value
Belarus,"Walnuts, in shell",2443.5,Yield,2000,Europe,Estimated value
Belarus,"Walnuts, in shell",11354.84,Production,2000,Europe,Imputed value
Belarus,"Walnuts, in shell",5000.0,Area harvested,2001,Europe,Estimated value
Belarus,"Walnuts, in shell",2445.0,Yield,2001,Europe,Estimated value
Belarus,"Walnuts, in shell",12225.05,Production,2001,Europe,Imputed value
Belarus,"Walnuts, in shell",4850.0,Area harvested,2002,Europe,Imputed value
Belarus,"Walnuts, in shell",2447.1,Yield,2002,Europe,Estimated value
Belarus,"Walnuts, in shell",11869.26,Production,2002,Europe,Imputed value
Belarus,"Walnuts, in shell",4939.0,Area harvested,2003,Europe,Imputed value
Belarus,"Walnuts, in shell",2449.8,Yield,2003,Europe,Estimated value
Belarus,"Walnuts, in shell",12098.74,Production,2003,Europe,Imputed value
Belarus,"Walnuts, in shell",5028.0,Area harvested,2004,Europe,Imputed value
Belarus,"Walnuts, in shell",2451.4,Yield,2004,Europe,Estimated value
Belarus,"Walnuts, in shell",12326.36,Production,2004,Europe,Imputed value
Belarus,"Walnuts, in shell",5136.0,Area harvested,2005,Europe,Imputed value
Belarus,"Walnuts, in shell",2443.9,Yield,2005,Europe,Estimated value
Belarus,"Walnuts, in shell",12552.62,Production,2005,Europe,Imputed value
Belarus,"Walnuts, in shell",5500.0,Area harvested,2006,Europe,Estimated value
Belarus,"Walnuts, in shell",2272.7,Yield,2006,Europe,Estimated value
Belarus,"Walnuts, in shell",12500.0,Production,2006,Europe,Estimated value
Belarus,"Walnuts, in shell",5100.0,Area harvested,2007,Europe,Estimated value
Belarus,"Walnuts, in shell",2352.9,Yield,2007,Europe,Estimated value
Belarus,"Walnuts, in shell",12000.0,Production,2007,Europe,Estimated value
Belarus,"Walnuts, in shell",5129.0,Area harvested,2008,Europe,Imputed value
Belarus,"Walnuts, in shell",2566.8,Yield,2008,Europe,Estimated value
Belarus,"Walnuts, in shell",13163.73,Production,2008,Europe,Imputed value
Belarus,"Walnuts, in shell",5147.0,Area harvested,2009,Europe,Imputed value
Belarus,"Walnuts, in shell",2632.9,Yield,2009,Europe,Estimated value
Belarus,"Walnuts, in shell",13552.95,Production,2009,Europe,Imputed value
Belarus,"Walnuts, in shell",5100.0,Area harvested,2010,Europe,Estimated value
Belarus,"Walnuts, in shell",2647.1,Yield,2010,Europe,Estimated value
Belarus,"Walnuts, in shell",13500.0,Production,2010,Europe,Estimated value
Belarus,"Walnuts, in shell",5183.0,Area harvested,2011,Europe,Imputed value
Belarus,"Walnuts, in shell",2827.7,Yield,2011,Europe,Estimated value
Belarus,"Walnuts, in shell",14656.47,Production,2011,Europe,Imputed value
Belarus,"Walnuts, in shell",5000.0,Area harvested,2012,Europe,Estimated value
Belarus,"Walnuts, in shell",3300.0,Yield,2012,Europe,Estimated value
Belarus,"Walnuts, in shell",16500.0,Production,2012,Europe,Estimated value
Belarus,"Walnuts, in shell",5144.0,Area harvested,2013,Europe,Imputed value
Belarus,"Walnuts, in shell",3068.6,Yield,2013,Europe,Estimated value
Belarus,"Walnuts, in shell",15783.94,Production,2013,Europe,Imputed value
Belarus,"Walnuts, in shell",5000.0,Area harvested,2014,Europe,Estimated value
Belarus,"Walnuts, in shell",3200.0,Yield,2014,Europe,Estimated value
Belarus,"Walnuts, in shell",16000.0,Production,2014,Europe,Estimated value
Belarus,"Walnuts, in shell",5215.0,Area harvested,2015,Europe,Imputed value
Belarus,"Walnuts, in shell",3158.9,Yield,2015,Europe,Estimated value
Belarus,"Walnuts, in shell",16474.77,Production,2015,Europe,Imputed value
Belarus,"Walnuts, in shell",5321.0,Area harvested,2016,Europe,Imputed value
Belarus,"Walnuts, in shell",3023.3,Yield,2016,Europe,Estimated value
Belarus,"Walnuts, in shell",16086.24,Production,2016,Europe,Estimated value
Belarus,"Walnuts, in shell",5179.0,Area harvested,2017,Europe,Estimated value
Belarus,"Walnuts, in shell",3259.4,Yield,2017,Europe,Estimated value
Belarus,"Walnuts, in shell",16879.52,Production,2017,Europe,Imputed value
Belarus,"Walnuts, in shell",5301.0,Area harvested,2018,Europe,Imputed value
Belarus,"Walnuts, in shell",3108.8,Yield,2018,Europe,Estimated value
Belarus,"Walnuts, in shell",16480.17,Production,2018,Europe,Estimated value
Belarus,"Walnuts, in shell",5461.0,Area harvested,2019,Europe,Imputed value
Belarus,"Walnuts, in shell",3168.0,Yield,2019,Europe,Estimated value
Belarus,"Walnuts, in shell",17300.91,Production,2019,Europe,Imputed value
Belarus,"Walnuts, in shell",5314.0,Area harvested,2020,Europe,Estimated value
Belarus,"Walnuts, in shell",3178.0,Yield,2020,Europe,Estimated value
Belarus,"Walnuts, in shell",16886.87,Production,2020,Europe,Estimated value
Belarus,"Walnuts, in shell",5359.0,Area harvested,2021,Europe,Estimated value
Belarus,"Walnuts, in shell",3151.8,Yield,2021,Europe,Estimated value
Belarus,"Walnuts, in shell",16889.32,Production,2021,Europe,Estimated value
Belarus,"Walnuts, in shell",5378.0,Area harvested,2022,Europe,Estimated value
Belarus,"Walnuts, in shell",3165.9,Yield,2022,Europe,Estimated value
Belarus,"Walnuts, in shell",17025.7,Production,2022,Europe,Estimated value
Belarus,"Walnuts, in shell",5350.0,Area harvested,2023,Europe,Estimated value
Belarus,"Walnuts, in shell",3165.2,Yield,2023,Europe,Estimated value
Belarus,"Walnuts, in shell",16933.96,Production,2023,Europe,Estimated value
Belgium,Apples,8900.0,Area harvested,2000,Europe,Official figure
Belgium,Apples,61287.6,Yield,2000,Europe,Official figure
Belgium,Apples,545460.0,Production,2000,Europe,Official figure
Belgium,Apples,8800.0,Area harvested,2001,Europe,Official figure
Belgium,Apples,38250.0,Yield,2001,Europe,Official figure
Belgium,Apples,336600.0,Production,2001,Europe,Official figure
Belgium,Apples,8600.0,Area harvested,2002,Europe,Official figure
Belgium,Apples,40534.9,Yield,2002,Europe,Official figure
Belgium,Apples,348600.0,Production,2002,Europe,Official figure
Belgium,Apples,8395.0,Area harvested,2003,Europe,Official figure
Belgium,Apples,37986.9,Yield,2003,Europe,Official figure
Belgium,Apples,318900.0,Production,2003,Europe,Official figure
Belgium,Apples,8299.0,Area harvested,2004,Europe,Official figure
Belgium,Apples,42872.6,Yield,2004,Europe,Official figure
Belgium,Apples,355800.0,Production,2004,Europe,Official figure
Belgium,Apples,8900.0,Area harvested,2005,Europe,Official figure
Belgium,Apples,36512.4,Yield,2005,Europe,Official figure
Belgium,Apples,324960.0,Production,2005,Europe,Official figure
Belgium,Apples,8600.0,Area harvested,2006,Europe,Official figure
Belgium,Apples,41569.8,Yield,2006,Europe,Official figure
Belgium,Apples,357500.0,Production,2006,Europe,Official figure
